file,group,packet,audit_mode,runtime_scope,status,issue_type,flow_or_surface,evidence,followup
.agent/skills/marketing/skills/free-tool-strategy/SKILL.md,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/free-tool-strategy/evals/evals.json,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/free-tool-strategy/references/tool-types.md,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/launch-strategy/SKILL.md,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/launch-strategy/evals/evals.json,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/lead-magnets/SKILL.md,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/lead-magnets/references/benchmarks.md,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/lead-magnets/references/format-guide.md,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/marketing-ideas/SKILL.md,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/marketing-ideas/evals/evals.json,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/marketing-ideas/references/ideas-by-category.md,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/marketing-psychology/SKILL.md,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/marketing-psychology/evals/evals.json,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/onboarding-cro/SKILL.md,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/onboarding-cro/evals/evals.json,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/onboarding-cro/references/experiments.md,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/page-cro/SKILL.md,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/page-cro/evals/evals.json,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/page-cro/references/experiments.md,.agent,P084_phase6_.agent_skills_03,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/paid-ads/SKILL.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/paid-ads/evals/evals.json,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/paid-ads/references/ad-copy-templates.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/paid-ads/references/audience-targeting.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/paid-ads/references/platform-setup-checklists.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/paywall-upgrade-cro/SKILL.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/paywall-upgrade-cro/evals/evals.json,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/paywall-upgrade-cro/references/experiments.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/popup-cro/SKILL.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/popup-cro/evals/evals.json,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/pricing-strategy/SKILL.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/pricing-strategy/evals/evals.json,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/pricing-strategy/references/research-methods.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/pricing-strategy/references/tier-structure.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/product-marketing-context/SKILL.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/product-marketing-context/evals/evals.json,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/programmatic-seo/SKILL.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/programmatic-seo/evals/evals.json,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/programmatic-seo/references/playbooks.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/referral-program/SKILL.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/referral-program/evals/evals.json,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/referral-program/references/affiliate-programs.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/referral-program/references/program-examples.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/revops/SKILL.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/revops/evals/evals.json,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/revops/references/automation-playbooks.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/revops/references/lifecycle-definitions.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/revops/references/routing-rules.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/revops/references/scoring-models.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/sales-enablement/SKILL.md,.agent,P085_phase6_.agent_skills_04,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/sales-enablement/evals/evals.json,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/sales-enablement/references/deck-frameworks.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/sales-enablement/references/demo-scripts.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/sales-enablement/references/objection-library.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/sales-enablement/references/one-pager-templates.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/schema-markup/SKILL.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/schema-markup/evals/evals.json,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/schema-markup/references/schema-examples.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/seo-audit/SKILL.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/seo-audit/evals/evals.json,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/seo-audit/references/ai-writing-detection.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/signup-flow-cro/SKILL.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/signup-flow-cro/evals/evals.json,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/site-architecture/SKILL.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/site-architecture/evals/evals.json,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/site-architecture/references/mermaid-templates.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/site-architecture/references/navigation-patterns.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/site-architecture/references/site-type-templates.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/social-content/SKILL.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/social-content/evals/evals.json,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/social-content/references/platforms.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/social-content/references/post-templates.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/skills/social-content/references/reverse-engineering.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/REGISTRY.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/README.md,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/activecampaign.js,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/adobe-analytics.js,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/ahrefs.js,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/airops.js,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/amplitude.js,.agent,P086_phase6_.agent_skills_05,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/apollo.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/beehiiv.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/brevo.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/buffer.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/calendly.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/clay.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/clearbit.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/close.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/coupler.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/crossbeam.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/customer-io.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/dataforseo.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/demio.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/dub.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/g2.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/ga4.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/google-ads.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/google-search-console.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/hotjar.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/hunter.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/instantly.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/intercom.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/keywords-everywhere.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/kit.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/klaviyo.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/lemlist.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/linkedin-ads.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/livestorm.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/mailchimp.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/mention-me.js,.agent,P087_phase6_.agent_skills_06,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/meta-ads.js,.agent,P088_phase6_.agent_skills_07,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/mixpanel.js,.agent,P088_phase6_.agent_skills_07,third-party-governance,support-surface,needs-followup,,embedded-skills,,
.agent/skills/marketing/tools/clis/onesignal.js,.agent,P088_phase6_.agent_skills_07,third-party-governance,support-surface,needs-followup,,embedded-skills,,
